Nombre,Apodo(s),Fundación,Presidente,Entrenador,Estadio,Ubicación,Capacidad,city,name_reported
Club de Regatas Vasco da Gama,Camisas Negras[1]​Gigante da Colina[2]​[3]​Time da Virada[4]​Trem-bala da Colina[5]​,21 de agosto de 1898 (125 años) (Club de Remo)26 de noviembre de 1915 (108 años) (Club de Fútbol),Pedrinho[7]​,Ramón Díaz[9]​,São Januário,"Río de Janeiro,Brasil",21 880 espectadores[10]​,Río de Janeiro,Clube de Regatas Vasco da Gama
Sarpsborg 08 Fotballforening,No data,15 de enero de 2008 (16 años),Hans Petter Arnesen,Stefan Billborn,Sarpsborg Stadion,"Sarpsborg,Noruega",4.700,Sarpsborg,Sarpsborg 08 FF
Club Athletico Paranaense,Furacão(Huracán)Rubro-Negro(Rojinegro),26 de marzo de 1924 (99 años),Mario Celso Petraglia[1]​,Cuca[3]​,Arena da Baixada,"Curitiba,Paraná,Brasil",42 372 espectadores,Curitiba,Club Athletico Paranaense
Professional Futbol Klubi Andijon,Águilas,1964,Abdulhamid Nishonov,Orif Mamatkazin,Soghlom Avlod Stadium,"Andijan,Uzbekistán","18,360",Andijan,FK Andijon
Club The Strongest,"Tigre,[1]​[2]​Aurinegro,[3]​Gualdinegro,[4]​Decano[5]​",8 de abril de 1908 (115 años)comoStrong Foot Ball Club.,Ronald Crespo,Pablo Lavallén,Hernando SilesRafael Mendoza Castellón,"Zona Sur, 34 AchumaniLa Paz,Bolivia",41 14314 000,Zona Sur,The Strongest La Paz
Brøndbyernes Idrætsforening,Drengene Fra Vestegnen (Los chicos de las afueras occidentales),3 de diciembre de 1964 (59 años),Jesper Moller,Jesper Sorensen,Estadio Brøndby,"Copenhague,Dinamarca",28.000,Copenhague,Bröndby IF
Idrottsföreningen Kamraterna Värnamo,No data,1912,Kaj Larsson,Kim Hellberg,Finnvedsvallen,"Värnamo,Suecia",5000,Värnamo,IFK Värnamo
Club Atlético Lanús,El GranateGrana,3 de enero de 1915 (109 años),Luis María Chebel,Ricardo Zielinski,Ciudad de Lanús-Néstor Díaz Pérez,"Ramón Cabrero 2007, B1825ASILanús,Buenos Aires,Argentina[2]​",47 090[3]​,Ramón Cabrero 2007,Club Atlético Lanús
Futbolnyĭ Klub Zhemchuzhina-Sochi,No data,1991,Dmitry Yakushev,No data,Estadio Central de Sochi,"Sochi,Rusia",12.500,Sochi,FC Sochi
Club Universidad Nacional A.C.[1]​,Pumas[2]​Auriazules[3]​Universitarios[4]​Los del Pedregal[5]​,2 de agosto de 1954 (69 años),Luis Raúl González Pérez,Gustavo Lema,Olímpico Universitario,Ciudad de México,72 000[7]​,Ciudad de México,UNAM Pumas
Royal Antwerp Football Club,Great OldPloeg van 't StadLa Vieja Dama,1880 (144 años),Paul Gheysens,Mark van Bommel,Bosuilstadion,"Amberes,Bélgica",16 649,Amberes,Royal Antwerp FC
Lillestrøm Sportsklubb,KanarifugleneFugla (Los canarios),2 de abril de 1917 (106 años),Morten Kokkim,Geir Bakke,Åråsen Stadion,"Lillestrøm,Noruega","12,234",Lillestrøm,Lillestrøm SK
Racing Club de Lens,Les Sang et Or (La Sangre y Oro)[1]​,1906 (118 años),Joseph Oughourlian,Franck Haise,Bollaert-Delelis,"Lens,Francia",38 058 espectadores,Lens,RC Lens
Legia Warszawa Spółka Akcyjna,Wojskowi(Militares)Legioniści(Legionarios),5 de marzo de 1916 (108 años)comoDrużyna Sportowa Legia[1]​,Dariusz Mioduski,Kosta Runjaić,Ejército Polaco,"Varsovia,Polonia",31 800 espectadores,Varsovia,Legia Warszawa
Borussia VfL 1900 e.V. Mönchengladbach,Die Fohlen(Los potros)[1]​[nota 1]​,1 de agosto de 1900 (123 años).[2]​,Rolf Königs,Gerardo Seoane,Borussia-Park,"Mönchengladbach,Alemania",60 250espectadores(capacidad máxima)[3]​,Mönchengladbach,Borussia Mönchengladbach
Football Club Lugano,No data,1908 (116 años) FC Lugano,Philippe Regazzoni,Mattia Croci-Torti,Stadio Comunale di Cornaredo,"Lugano,Suiza",15 000,Lugano,FC Lugano
Bologna Football Club 1909,"Rossoblù(Rojiazules),Felsinei(Felsineos),Petroniani(Petronianos),Veltri(Galgos)",3 de octubre de 1909 (114 años),Joey Saputo,Thiago Motta,Renato Dall'Ara,"Bolonia,Italia",36 462 espectadores,Bolonia,Bologna FC 1909
Silkeborg Idrætsforening,SIF,1917,Kent Madsen,Kent Nielsen,JYSK Park,"Silkeborg,Dinamarca",10 000,Silkeborg,Silkeborg IF
Sogndal Fotball,No data,19 de febrero de 1926 (98 años),Rolf Navarsete,Tore André Flo,Fosshaugane Campus,"Sogndal,Noruega",5.500,Sogndal,Sogndal IL
Mirassol Futebol Clube,Leão da Alta Araraquense[1]​,9 de noviembre de 1925 (98 años)[1]​,Edson Antonio Ermenegildo[2]​,Mozart[3]​,Estadio Municipal José Maria de Campos Maia[4]​,"Mirassol,Brasil",15000[4]​,Mirassol,Mirassol Futebol Clube (SP)
Malmö Fotbollförening,Di blåe(Azules)Himmelsblått(Azul Celestes),24 de febrero de 1910 (114 años),Anders Pålsson,Henrik Rydström,Eleda Stadion,"Malmö,Suecia",24.000,Malmö,Malmö FF
Viking Fotballklubb,Di mørkeblå(Los azul oscuro),10 de agosto de 1899 (124 años),Stig Cristiansen,Bjarte Lunde Aarsheim,Viking Stadion,"Stavanger,Noruega",16 600,Stavanger,Viking FK
Football Club des Girondins de Bordeaux,No data,"2015, 9 años",Stéphane Martin,Patrice Lair,Stade Sainte-Germaine,"Le Bouscat,Gironda,Francia",7.000 espectadores,Le Bouscat,FC Girondins Bordeaux
Fotballklubben Bodø/Glimt,GlimtSuperlagetDen Gule Horde (La Horda Amarilla),19 de septiembre de 1916 (107 años),Bjørn-Tore Hansen,Kjetil Knutsen,Aspmyra Stadion,"Bodø,Noruega",8.200,Bodø,FK Bodø/Glimt
Fotball Club Sheriff Tiraspol,Жёлто-чёрные/Zholto-chornyye(Amarillo y negro)[1]​Осы/Osy(Avispas)[2]​,4 de abril de 1997 (26 años)[3]​,Victor Gushan,Roman Pylypchuk,Stadionul Sheriff,"Tiráspol,Transnitria",14.300,Tiráspol,FC Sheriff Tiraspol
MOL Fehérvár Football Club,VidiFehérvár,1941,István Garancsi,Szabolcs Huszti[1]​,MOL Aréna Sóstó,"Székesfehérvár,Hungría",14 200,Székesfehérvár,Fehérvár FC
1. Fußball-Club Nürnberg Verein für Leibesübungen e. V.,Der Club,1955,No data,Michael Kollner,Sportplatz am Valznerweiher,"Núremberg,Alemania",3.000,Núremberg,1.FC Nuremberg
AZ Alkmaar,AZAZ AlkmaarDe Kaasboeren(Granjeros De Queso)Kaaskoppen(Cabezas De Queso),10 de mayo de 1967 (56 años),René Neelissen,Maarten Martens,AFAS Stadion[1]​,"Alkmaar,Países Bajos",17 023[2]​ espectadores,Alkmaar,AZ Alkmaar
Football Club Midtjylland,Ulvene(Lobos),15 de junio de 1999 (24 años),Rasmus Ankersen,Thomas Thomasberg,MCH Arena,"Herning,Dinamarca",12.000,Herning,FC Midtjylland
Reaktywacja Tradycji Sportowych Widzew Łódź[1]​,Czerwona Armia(La armada roja)Czerwoni(Rojos),5 de noviembre de 1910 (113 años),Mateusz Dróżdż,Janusz Niedźwiedź,Estadio Widzew Łódź,"Łódź,Polonia",18.018,Łódź,Widzew Lodz
Kawasaki Frontale,FrontaleGrêmiode Japón,1955 (69 años) comoFujitsu F.C.,Yoshihiro Warashina,Toru Oniki,Estadio Kawasaki Todoroki,"Kawasaki,Kanagawa,Japón",26.827 espectadores,Kawasaki,Kawasaki Frontale
Manchester City Football Club,The Citizens (Los ciudadanos)[1]​Sky Blues (Celestes),23 de noviembre de 1880 (143 años)comoSt. Mark's16 de abril de 1894 (129 años)comoManchester City,Khaldoon Al Mubarak,Pep Guardiola,Etihad Stadium,"Mánchester,Reino Unido(Coord.53°28′59″N2°12′01″O﻿ / ﻿53.483056,-2.200278)",55 097,Mánchester,Manchester City
Mjøndalen Idrettsforening,Ikea Team,22 de agosto de 1910 (113 años),No data,Kevin Nicol,Consto Arena,"Mjøndalen,Noruega",4 350,Mjøndalen,Mjøndalen IF
Tottenham Hotspur Football Club,Spurs[1]​Lilywhites[2]​,5 de septiembre de 1882 (141 años),Daniel Levy,Ange Postecoglou,Tottenham Hotspur Stadium,"Londres,Inglaterra","65,000 espectadores[3]​",Londres,Tottenham Hotspur
Tromsø Idrettslag,Gutan(Mantecosos),15 de septiembre de 1920 (103 años),Helge Kræmer,Gaute Helstrup,Romssa Arena,"Tromsø,Noruega",6.859[1]​,Tromsø,Tromsø IL
Adana Demirspor Kulübü,Mavi Şimşekler,1940,Murat Sancak,Patrick Kluivert,Nuevo Estadio de Adana,"Adana,Turquía",35 000 espectadores,Adana,Adana Demirspor
Club de Fútbol Pachuca,Tuzos.[1]​,1 de noviembre de 1892 (131 años)[2]​[3]​[4]​,Armando Martínez,Guillermo Almada,Hidalgo,"Pachuca,Hidalgo",27 000 espectadores,Pachuca,CF Pachuca
Bollklubben Häcken,Getingarna (Las Avispas),2 de agosto de 1940 (83 años),Anders Billström,Pål Arne Johansen,Bravida Arena,Gotemburgo(Suecia),6.500,Gotemburgo(Suecia),BK Häcken
RasenBallsport Leipzig e. V.,Die Roten Bullen(Los Toros Rojos),19 de mayo de 2009 (14 años),Johann Plenge,Marco Rose,Red Bull Arena,"Leipzig,Alemania",47 069,Leipzig,RB Leipzig
Al Ittihad Kalba Sports & Cultural Club,Los tigres,1972,Ali Hussain,Farhad Majidi,Ittihad Kalba Club,"Kalba,Sharjah,Emiratos Árabes Unidos",8.500 espectadores,Kalba,Ittihad Kalba FC
Atlético Nacional S.A.,El VerdeEl Verde de la MontañaEl Verde PaisaLa Máquina VerdeLos Puros CriollosRey de CopasEl Verdolaga,30 de abril de 1947 (76 años)como Club Atlético Municipal de Medellín,Mauricio Navarro,Pablo Repetto,Atanasio Girardot,"Carrera 74 # 48-21Medellín,Colombia(Coord.6°13′00″N75°34′00″O﻿ / ﻿6.216667,-75.566667)",46 000[2]​,Carrera 74 # 48-21Medellín,Atlético Nacional
Hibernian Football Club,"Hibs,The Hibees,The Cabbage(El repollo)",6 de agosto de 1875 (148 años),Malcolm McPherson,Lee Johnson,Estadio Easter Road,"Edimburgo,Escocia",20 421 espectadores,Edimburgo,Hibernian FC
Esporte Clube Vitória,Leão da Barra (León de la Barra)[1]​Rubro-Negro(Negro y rojo)[1]​,13 de mayo de 1899 (124 años)[1]​,Nilton Almeida[2]​,Léo Condé[4]​,Barradão,"Salvador de Bahía,Brasil",35.632 espectadores,Salvador de Bahía,Esporte Clube Vitória
Dijon Football Côte d'Or,Les MoutardesLes RougesDFCO,29 de abril de 1998 (25 años),No data,David Linarès,Stade Gaston Gérard,"Dijón,Francia",16.098,Dijón,Dijon FCO
Fotbal Club Farul Constanța,Marinarii(Los marineros)Rechinii(Los tiburones),1920,Gheorghe Popescu,Gheorghe Hagi,Estadio Farul,"Constanţa,Rumania",15.520,Constanţa,FCV Farul Constanta
Minnesota United Football Club,Los Bribones(The Loons),25 de marzo de 2015 (9 años),No data,Eric Ramsay,Allianz Field,"St. Paul,Minnesota,Estados Unidos",19.400,St. Paul,Minnesota United FC
Grêmio Foot-Ball Porto Alegrense,Tricolor Gaúcho[1]​Tricolor Inmortal[2]​,15 de septiembre de 1903 (120 años)[3]​,Alberto Guerra[5]​,Renato Gaúcho[6]​,Arena do Grêmio,"Av. Padre Leopoldo Brentano, 110 - Humaitá, Porto Alegre - RS, 90250-590, Brasil[7]​",60 540 espectadores,Av. Padre Leopoldo Brentano,Grêmio Foot-Ball Porto Alegrense
Koninklijke Voetbalclub Oostende,De Kustboys,1904 (120 años),Franck Dierckens,Stijn Vreven,Diaz Arena,"Ostende,Bélgica",8.432 espectadores,Ostende,KV Oostende
Racing Club,La Academia[1]​El Primer Grande[2]​,25 de marzo de 1903 (120 años)[3]​,Víctor Blanco,Gustavo Costas,Presidente Perón«El Cilindro de Avellaneda»,"Pasaje Mozart y CorbattaAvellaneda,Buenos Aires,Argentina34°39′59.77″S58°22′6.80″O﻿ / ﻿-34.6666028,-58.3685556",55 000 espectadores,Pasaje Mozart y CorbattaAvellaneda,Racing Club
Football Club Lugano,No data,1908 (116 años) FC Lugano,Philippe Regazzoni,Mattia Croci-Torti,Stadio Comunale di Cornaredo,"Lugano,Suiza",15 000,Lugano,FC Lugano
Fudbalski klub Čukarički,Brđani(Montañeses),4 de julio de 1926 (97 años),Miloš Janković,Dušan Kerkez,Stadion na Banovom brdu,"Belgrado,Serbia",4.070,Belgrado,FK Cukaricki
Stabæk Fotball,De blaa(Los Azules),16 de marzo de 1912 (112 años),Espen Moe,Bob Bradley,Nadderud Stadion,"Bærum,Noruega",12 000,Bærum,Stabæk Fotball
